Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,90041,4000 - 5999 grams,17,11/10/2023
Birth,2022,Place of Residence,90041,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90042,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90042,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90042,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90042,2000 - 2499 grams,29,11/10/2023
Birth,2022,Place of Residence,90042,2500 - 2999 grams,104,11/10/2023
Birth,2022,Place of Residence,90042,3000 - 3499 grams,231,11/10/2023
Birth,2022,Place of Residence,90042,3500 - 3999 grams,118,11/10/2023
Birth,2022,Place of Residence,90042,4000 - 5999 grams,40,11/10/2023
Birth,2022,Place of Residence,90042,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90043,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90043,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90043,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90043,2000 - 2499 grams,28,11/10/2023
Birth,2022,Place of Residence,90043,2500 - 2999 grams,89,11/10/2023
Birth,2022,Place of Residence,90043,3000 - 3499 grams,173,11/10/2023
Birth,2022,Place of Residence,90043,3500 - 3999 grams,113,11/10/2023
Birth,2022,Place of Residence,90043,4000 - 5999 grams,36,11/10/2023
Birth,2022,Place of Residence,90043,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90044,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90044,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90044,1500 - 1999 grams,24,11/10/2023
Birth,2022,Place of Residence,90044,2000 - 2499 grams,62,11/10/2023
Birth,2022,Place of Residence,90044,2500 - 2999 grams,249,11/10/2023
Birth,2022,Place of Residence,90044,3000 - 3499 grams,440,11/10/2023
Birth,2022,Place of Residence,90044,3500 - 3999 grams,264,11/10/2023
Birth,2022,Place of Residence,90044,4000 - 5999 grams,66,11/10/2023
Birth,2022,Place of Residence,90044,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90045,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90045,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90045,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90045,2000 - 2499 grams,15,11/10/2023
Birth,2022,Place of Residence,90045,2500 - 2999 grams,76,11/10/2023
Birth,2022,Place of Residence,90045,3000 - 3499 grams,143,11/10/2023
Birth,2022,Place of Residence,90045,3500 - 3999 grams,107,11/10/2023
Birth,2022,Place of Residence,90045,4000 - 5999 grams,29,11/10/2023
Birth,2022,Place of Residence,90045,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90046,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90046,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90046,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90046,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90046,2500 - 2999 grams,65,11/10/2023
Birth,2022,Place of Residence,90046,3000 - 3499 grams,120,11/10/2023
Birth,2022,Place of Residence,90046,3500 - 3999 grams,77,11/10/2023
Birth,2022,Place of Residence,90046,4000 - 5999 grams,11,11/10/2023
Birth,2022,Place of Residence,90046,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90047,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90047,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90047,1500 - 1999 grams,11,11/10/2023
Birth,2022,Place of Residence,90047,2000 - 2499 grams,29,11/10/2023
Birth,2022,Place of Residence,90047,2500 - 2999 grams,114,11/10/2023
Birth,2022,Place of Residence,90047,3000 - 3499 grams,194,11/10/2023
Birth,2022,Place of Residence,90047,3500 - 3999 grams,97,11/10/2023
Birth,2022,Place of Residence,90047,4000 - 5999 grams,27,11/10/2023
Birth,2022,Place of Residence,90047,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90048,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90048,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90048,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90048,2000 - 2499 grams,17,11/10/2023
Birth,2022,Place of Residence,90048,2500 - 2999 grams,51,11/10/2023
Birth,2022,Place of Residence,90048,3000 - 3499 grams,88,11/10/2023
Birth,2022,Place of Residence,90048,3500 - 3999 grams,52,11/10/2023
Birth,2022,Place of Residence,90048,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90048,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90049,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90049,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90049,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90049,2000 - 2499 grams,14,11/10/2023
Birth,2022,Place of Residence,90049,2500 - 2999 grams,67,11/10/2023
Birth,2022,Place of Residence,90049,3000 - 3499 grams,129,11/10/2023
Birth,2022,Place of Residence,90049,3500 - 3999 grams,81,11/10/2023
Birth,2022,Place of Residence,90049,4000 - 5999 grams,22,11/10/2023
Birth,2022,Place of Residence,90049,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90050,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90050,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90051,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90051,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90052,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90052,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90052,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90053,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90053,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90053,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90054,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90054,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90054,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90054,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90054,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90054,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90054,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90054,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90054,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90055,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90055,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90056,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90056,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90056,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90056,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90056,2500 - 2999 grams,13,11/10/2023
Birth,2022,Place of Residence,90056,3000 - 3499 grams,26,11/10/2023
Birth,2022,Place of Residence,90056,3500 - 3999 grams,12,11/10/2023
Birth,2022,Place of Residence,90056,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90056,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90057,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90057,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90057,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90057,2000 - 2499 grams,20,11/10/2023
Birth,2022,Place of Residence,90057,2500 - 2999 grams,117,11/10/2023
Birth,2022,Place of Residence,90057,3000 - 3499 grams,162,11/10/2023
Birth,2022,Place of Residence,90057,3500 - 3999 grams,103,11/10/2023
Birth,2022,Place of Residence,90057,4000 - 5999 grams,27,11/10/2023
Birth,2022,Place of Residence,90057,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90058,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90058,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90058,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90058,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90058,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90058,3000 - 3499 grams,18,11/10/2023
Birth,2022,Place of Residence,90058,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90058,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90058,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90059,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90059,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90059,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90059,2000 - 2499 grams,37,11/10/2023
Birth,2022,Place of Residence,90059,2500 - 2999 grams,114,11/10/2023
Birth,2022,Place of Residence,90059,3000 - 3499 grams,221,11/10/2023
Birth,2022,Place of Residence,90059,3500 - 3999 grams,133,11/10/2023
Birth,2022,Place of Residence,90059,4000 - 5999 grams,40,11/10/2023
Birth,2022,Place of Residence,90059,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90060,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90060,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90060,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90061,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90061,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90061,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90061,2000 - 2499 grams,23,11/10/2023
Birth,2022,Place of Residence,90061,2500 - 2999 grams,70,11/10/2023
Birth,2022,Place of Residence,90061,3000 - 3499 grams,143,11/10/2023
Birth,2022,Place of Residence,90061,3500 - 3999 grams,80,11/10/2023
Birth,2022,Place of Residence,90061,4000 - 5999 grams,20,11/10/2023
Birth,2022,Place of Residence,90061,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90062,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90062,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90062,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90062,2000 - 2499 grams,28,11/10/2023
Birth,2022,Place of Residence,90062,2500 - 2999 grams,62,11/10/2023
Birth,2022,Place of Residence,90062,3000 - 3499 grams,126,11/10/2023
Birth,2022,Place of Residence,90062,3500 - 3999 grams,73,11/10/2023
Birth,2022,Place of Residence,90062,4000 - 5999 grams,15,11/10/2023
Birth,2022,Place of Residence,90062,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90063,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90063,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90063,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90063,2000 - 2499 grams,22,11/10/2023
Birth,2022,Place of Residence,90063,2500 - 2999 grams,90,11/10/2023
Birth,2022,Place of Residence,90063,3000 - 3499 grams,217,11/10/2023
Birth,2022,Place of Residence,90063,3500 - 3999 grams,154,11/10/2023
Birth,2022,Place of Residence,90063,4000 - 5999 grams,39,11/10/2023
Birth,2022,Place of Residence,90063,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90064,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90064,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90064,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90064,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90064,2500 - 2999 grams,36,11/10/2023
Birth,2022,Place of Residence,90064,3000 - 3499 grams,90,11/10/2023
Birth,2022,Place of Residence,90064,3500 - 3999 grams,57,11/10/2023
Birth,2022,Place of Residence,90064,4000 - 5999 grams,15,11/10/2023
Birth,2022,Place of Residence,90064,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90065,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90065,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90065,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90065,2000 - 2499 grams,14,11/10/2023
Birth,2022,Place of Residence,90065,2500 - 2999 grams,88,11/10/2023
Birth,2022,Place of Residence,90065,3000 - 3499 grams,174,11/10/2023
Birth,2022,Place of Residence,90065,3500 - 3999 grams,119,11/10/2023
Birth,2022,Place of Residence,90065,4000 - 5999 grams,21,11/10/2023
Birth,2022,Place of Residence,90065,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,90066,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90066,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90066,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90066,2000 - 2499 grams,24,11/10/2023
Birth,2022,Place of Residence,90066,2500 - 2999 grams,71,11/10/2023
Birth,2022,Place of Residence,90066,3000 - 3499 grams,207,11/10/2023
Birth,2022,Place of Residence,90066,3500 - 3999 grams,134,11/10/2023
Birth,2022,Place of Residence,90066,4000 - 5999 grams,35,11/10/2023
Birth,2022,Place of Residence,90066,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90067,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90067,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90067,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90067,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90067,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90067,3000 - 3499 grams,11,11/10/2023
Birth,2022,Place of Residence,90067,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90067,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90067,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90068,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90068,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90068,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90068,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90068,2500 - 2999 grams,28,11/10/2023
Birth,2022,Place of Residence,90068,3000 - 3499 grams,56,11/10/2023
Birth,2022,Place of Residence,90068,3500 - 3999 grams,38,11/10/2023
Birth,2022,Place of Residence,90068,4000 - 5999 grams,15,11/10/2023
Birth,2022,Place of Residence,90068,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90069,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90069,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90069,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90069,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90069,2500 - 2999 grams,26,11/10/2023
Birth,2022,Place of Residence,90069,3000 - 3499 grams,42,11/10/2023
Birth,2022,Place of Residence,90069,3500 - 3999 grams,31,11/10/2023
Birth,2022,Place of Residence,90069,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90069,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90070,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90070,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90071,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90071,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90071,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90071,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90071,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90071,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90071,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90071,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,90071,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90072,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,90072,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,90072,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,90073,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,90073,1000 - 1499 grams,0,11/10/2023
