Type_of_Event,Year_of_Birth,Residence_or_Place_of_Birth,ZIP_Code_of_Residence,Birthweight_Grams,Total_Births,Last_Data_Refresh
Birth,2022,Place of Residence,93552,2500 - 2999 grams,109,11/10/2023
Birth,2022,Place of Residence,93552,3000 - 3499 grams,171,11/10/2023
Birth,2022,Place of Residence,93552,3500 - 3999 grams,106,11/10/2023
Birth,2022,Place of Residence,93552,4000 - 5999 grams,30,11/10/2023
Birth,2022,Place of Residence,93552,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93553,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93553,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93553,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93553,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93553,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93553,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93553,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93553,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93553,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93554,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93554,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93554,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93555,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93555,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93555,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93555,2000 - 2499 grams,17,11/10/2023
Birth,2022,Place of Residence,93555,2500 - 2999 grams,76,11/10/2023
Birth,2022,Place of Residence,93555,3000 - 3499 grams,166,11/10/2023
Birth,2022,Place of Residence,93555,3500 - 3999 grams,120,11/10/2023
Birth,2022,Place of Residence,93555,4000 - 5999 grams,22,11/10/2023
Birth,2022,Place of Residence,93555,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93556,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93556,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93558,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93558,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93560,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93560,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93560,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93560,2000 - 2499 grams,12,11/10/2023
Birth,2022,Place of Residence,93560,2500 - 2999 grams,82,11/10/2023
Birth,2022,Place of Residence,93560,3000 - 3499 grams,114,11/10/2023
Birth,2022,Place of Residence,93560,3500 - 3999 grams,76,11/10/2023
Birth,2022,Place of Residence,93560,4000 - 5999 grams,20,11/10/2023
Birth,2022,Place of Residence,93560,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93561,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93561,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93561,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93561,2000 - 2499 grams,18,11/10/2023
Birth,2022,Place of Residence,93561,2500 - 2999 grams,64,11/10/2023
Birth,2022,Place of Residence,93561,3000 - 3499 grams,118,11/10/2023
Birth,2022,Place of Residence,93561,3500 - 3999 grams,98,11/10/2023
Birth,2022,Place of Residence,93561,4000 - 5999 grams,29,11/10/2023
Birth,2022,Place of Residence,93561,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93562,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93562,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93562,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93562,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93562,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93562,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93562,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93562,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93562,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93563,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93563,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93563,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93563,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93563,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93563,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93563,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93563,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93563,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93581,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93581,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93584,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93584,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93586,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93586,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93590,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93590,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93591,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93591,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93591,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93591,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93591,2500 - 2999 grams,19,11/10/2023
Birth,2022,Place of Residence,93591,3000 - 3499 grams,39,11/10/2023
Birth,2022,Place of Residence,93591,3500 - 3999 grams,23,11/10/2023
Birth,2022,Place of Residence,93591,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93591,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93592,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93592,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93596,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93596,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93599,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93599,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93601,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93601,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93601,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93601,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93601,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93601,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93601,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93601,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93601,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93602,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93602,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93602,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93602,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93602,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93602,3000 - 3499 grams,15,11/10/2023
Birth,2022,Place of Residence,93602,3500 - 3999 grams,11,11/10/2023
Birth,2022,Place of Residence,93602,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93602,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93603,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93603,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93604,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93604,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93604,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93604,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93604,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93604,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93604,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93604,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93604,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93605,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93605,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93605,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93605,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93605,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93605,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93605,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93605,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93605,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93606,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93606,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93606,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93606,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93606,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93606,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93606,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93606,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93606,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93607,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93607,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93607,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93608,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93608,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93608,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93608,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93608,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93608,3000 - 3499 grams,11,11/10/2023
Birth,2022,Place of Residence,93608,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93608,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93608,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93609,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93609,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93609,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93609,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93609,2500 - 2999 grams,23,11/10/2023
Birth,2022,Place of Residence,93609,3000 - 3499 grams,41,11/10/2023
Birth,2022,Place of Residence,93609,3500 - 3999 grams,24,11/10/2023
Birth,2022,Place of Residence,93609,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93609,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93610,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93610,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93610,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93610,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93610,2500 - 2999 grams,37,11/10/2023
Birth,2022,Place of Residence,93610,3000 - 3499 grams,96,11/10/2023
Birth,2022,Place of Residence,93610,3500 - 3999 grams,62,11/10/2023
Birth,2022,Place of Residence,93610,4000 - 5999 grams,29,11/10/2023
Birth,2022,Place of Residence,93610,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93611,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93611,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93611,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93611,2000 - 2499 grams,12,11/10/2023
Birth,2022,Place of Residence,93611,2500 - 2999 grams,75,11/10/2023
Birth,2022,Place of Residence,93611,3000 - 3499 grams,170,11/10/2023
Birth,2022,Place of Residence,93611,3500 - 3999 grams,132,11/10/2023
Birth,2022,Place of Residence,93611,4000 - 5999 grams,47,11/10/2023
Birth,2022,Place of Residence,93611,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93612,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93612,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93612,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93612,2000 - 2499 grams,20,11/10/2023
Birth,2022,Place of Residence,93612,2500 - 2999 grams,88,11/10/2023
Birth,2022,Place of Residence,93612,3000 - 3499 grams,196,11/10/2023
Birth,2022,Place of Residence,93612,3500 - 3999 grams,119,11/10/2023
Birth,2022,Place of Residence,93612,4000 - 5999 grams,48,11/10/2023
Birth,2022,Place of Residence,93612,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93613,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93613,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93614,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93614,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93614,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93614,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93614,2500 - 2999 grams,15,11/10/2023
Birth,2022,Place of Residence,93614,3000 - 3499 grams,34,11/10/2023
Birth,2022,Place of Residence,93614,3500 - 3999 grams,34,11/10/2023
Birth,2022,Place of Residence,93614,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93614,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93615,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93615,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93615,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93615,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93615,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93615,3000 - 3499 grams,29,11/10/2023
Birth,2022,Place of Residence,93615,3500 - 3999 grams,22,11/10/2023
Birth,2022,Place of Residence,93615,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93615,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93616,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93616,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93616,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93616,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93616,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93616,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93616,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93616,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93616,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93618,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93618,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93618,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93618,2000 - 2499 grams,23,11/10/2023
Birth,2022,Place of Residence,93618,2500 - 2999 grams,79,11/10/2023
Birth,2022,Place of Residence,93618,3000 - 3499 grams,196,11/10/2023
Birth,2022,Place of Residence,93618,3500 - 3999 grams,118,11/10/2023
Birth,2022,Place of Residence,93618,4000 - 5999 grams,35,11/10/2023
Birth,2022,Place of Residence,93618,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93619,500 - 999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93619,1000 - 1499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93619,1500 - 1999 grams,12,11/10/2023
Birth,2022,Place of Residence,93619,2000 - 2499 grams,26,11/10/2023
Birth,2022,Place of Residence,93619,2500 - 2999 grams,106,11/10/2023
Birth,2022,Place of Residence,93619,3000 - 3499 grams,247,11/10/2023
Birth,2022,Place of Residence,93619,3500 - 3999 grams,161,11/10/2023
Birth,2022,Place of Residence,93619,4000 - 5999 grams,51,11/10/2023
Birth,2022,Place of Residence,93619,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93620,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93620,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93620,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93620,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93620,2500 - 2999 grams,18,11/10/2023
Birth,2022,Place of Residence,93620,3000 - 3499 grams,50,11/10/2023
Birth,2022,Place of Residence,93620,3500 - 3999 grams,41,11/10/2023
Birth,2022,Place of Residence,93620,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93620,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93621,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93621,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93621,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93621,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93621,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93621,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93621,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93621,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93621,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93622,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93622,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93622,1500 - 1999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93622,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93622,2500 - 2999 grams,40,11/10/2023
Birth,2022,Place of Residence,93622,3000 - 3499 grams,62,11/10/2023
Birth,2022,Place of Residence,93622,3500 - 3999 grams,40,11/10/2023
Birth,2022,Place of Residence,93622,4000 - 5999 grams,12,11/10/2023
Birth,2022,Place of Residence,93622,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93623,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,2500 - 2999 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,3000 - 3499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93623,3500 - 3999 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93623,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93624,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93624,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93624,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93624,2000 - 2499 grams,0,11/10/2023
Birth,2022,Place of Residence,93624,2500 - 2999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93624,3000 - 3499 grams,0,11/10/2023
Birth,2022,Place of Residence,93624,3500 - 3999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93624,4000 - 5999 grams,0,11/10/2023
Birth,2022,Place of Residence,93624,Unreliable/Unknown,0,11/10/2023
Birth,2022,Place of Residence,93625,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93625,1000 - 1499 grams,0,11/10/2023
Birth,2022,Place of Residence,93625,1500 - 1999 grams,0,11/10/2023
Birth,2022,Place of Residence,93625,2000 - 2499 grams,<11,11/10/2023
Birth,2022,Place of Residence,93625,2500 - 2999 grams,17,11/10/2023
Birth,2022,Place of Residence,93625,3000 - 3499 grams,52,11/10/2023
Birth,2022,Place of Residence,93625,3500 - 3999 grams,36,11/10/2023
Birth,2022,Place of Residence,93625,4000 - 5999 grams,<11,11/10/2023
Birth,2022,Place of Residence,93625,Unreliable/Unknown,<11,11/10/2023
Birth,2022,Place of Residence,93626,500 - 999 grams,0,11/10/2023
Birth,2022,Place of Residence,93626,1000 - 1499 grams,0,11/10/2023
